identify	message	emotion	category
2018-Es-06244	Bienvenida Estefanía! Eres muy afortunada, tienes una familia maravillosa y unos padres muy queridos @lauragarza y @MxUlysses Felicidades!	alegria	NONE
2018-Es-00529	Estaba muy emocionada por hacer fiesta de despedida y todo ese show pero la neta ya lo único que quiero es irme alv	alegria	NONE
2018-Es-02119	#DeColombiaMeGusta Su alegría y calidad humana, que se identifica en cualquier parte del mundo 🇨🇴🇨🇴🇨🇴	alegria	NONE
2018-Es-03643	@_ELBRAYAN_ Pensé que lo iban a matar porque fue el último en ver el payaso. Es el Erick kartman del grupo. 	alegria	NONE
2018-Es-05907	@KevenYHensy Estoy super orgullosa de ustede😘👍😭👌	alegria	NONE
2018-Es-00184	Ahora hay otro en mi vida que curo mis heridassss me devolvió la alegría que daba por perdidaaaaaaa @JuanSaplara_	alegria	NONE
2018-Es-00362	Lo mejor de todo son los memes que se hicieron de la fake 😆	alegria	NONE
2018-Es-03549	Hoseok esta muy esperanzado y optimista con respecto a su mixtape, por eso espero que lo valoren y lo aprecien como de verdad se merece	alegria	NONE
2018-Es-02374	Lo mejor de hoy es que mañana es festivo de no levantarme de la acama en todo el día si no me da la gana... 💪	alegria	NONE
2018-Es-01589	@AlexXxStrecci @Angela_ChefMX JAJAJAJA JAJAJAJA TE PASASTE 	alegria	NONE
2018-Es-05425	Qué triste que todo termino de esa manera. Soy muy chistosa para que me tengan mala.	alegria	NONE
2018-Es-03194	Me encanta cuando las cosas salen como quiero y cuando quiero. #Contenta.	alegria	NONE
2018-Es-04781	#LaCelia #Risaralda, la independencia hoy nos abraza a todos los colombianos ¡Feliz #20DeJulio! #UnLíderParaTodos	alegria	NONE
2018-Es-04934	@eruwings Graciasss☺ todas las fotos de mi niñez sirven como meme porque son un cago de risa	alegria	NONE
2018-Es-05669	Al menos estoy siendo feliz, me siento más libre 😂	alegria	NONE
2018-Es-01739	@DiaanaDu Ja, ja, ja, ja, ja, ja. Mensa. Me muero de risa. Está bien feita la situación.	alegria	NONE
2018-Es-04485	Un mundo alegre al revés.	alegria	NONE
2018-Es-06250	@Mariangel1888 Ksabkabbk Gracias, por cierto el tuyo también está bonito 😎 lacra pues 	alegria	NONE
2018-Es-02253	No hay cosa que me alegre más el día que ir guiando y ver un perrito en la ventana de otro carro jugando con el viento :')	alegria	NONE
2018-Es-00966	Te das cuenta que vale la pena cuando te llama en la madrugada borracho diciendo que te ama 	alegria	NONE
2018-Es-05471	Lo chistoso es que uno sabe quienes son los que te destruyen a las espaldas y tienen el descaro de saludarte como si nada.	alegria	NONE
2018-Es-05986	@heyitsYoonmin @Jimin_Mexico Todas sabemos que JPao nació en ternuralandia xD 	alegria	NONE
2018-Es-02504	Ya no le hago Tweets lindos porque nunca me Lee,jajajaja 	alegria	NONE
2018-Es-04248	Me voy a dormir con una alegría enorme	alegria	NONE
2018-Es-05202	Me vas valiendo verga de poquito a poquito 	alegria	NONE
2018-Es-04798	Juro que para mis 20 va a haber mucho alcohol y un castillo inflable 	alegria	NONE
2018-Es-03207	Desde q me vine de lo romi estoy buscando formas de alejar la desgracia y mala suerte y no  encuentro nada, será posible	alegria	NONE
2018-Es-06062	@karmilla46664 Cuando habla es como demasido sexi y su risa😈 BASTA. Ya caí en sus redes.	alegria	NONE
2018-Es-03420	@rppdeportes JA JA JA rrodilleras magicas 😄	alegria	NONE
2018-Es-04415	@TwoPotz Calla que la hackeas bien rico 😅	alegria	NONE
2018-Es-03244	un pibe que me chamuyaba le puse feliz día del amigo y a mi ex también, soy la queen de mandar a la friendzone.	alegria	NONE
2018-Es-06313	RT = SI EL COPETE AZABACHE DE ALAN TE LLENA DE REGOCIJO  #CD9 #Coders #AlonsoVillalpandoTrendy #KCAMexico	alegria	NONE
2018-Es-03456	@DeniseDresserG @EPN Eso estaría genial, pero mejor hay que hacerlo cuando salga de gira a otro país.	alegria	NONE
2018-Es-02046	◉🔚#SiguemeYTeSigo 🕪◉  🔛 Dale Rt 🔛 Sigue todos los Rt 🔛 Activa mis notificaciones  ◉🔚#LunesDeGanarSeguidores  ◉🔚#feliz lunes ◉🔚#Rt	alegria	NONE
2018-Es-06766	Mi @Angela_ChefMX "corazón de chocolate" 👉👈 😍 😅	alegria	NONE
2018-Es-02225	Con esa sonrisa que cambia la vida miraste y te vi.	alegria	NONE
2018-Es-00506	@JosDice  abrazarte y jamas soltarte es lo único que pido , tu sonrisa es única tu tienes  #CD9 #AlonsoVillalpandoTrendy #Coders #KCAMexico	alegria	NONE
2018-Es-05506	@majoiribass @marianaarchun Eso dijiste hace un mes 	alegria	NONE
2018-Es-02562	@nariguet todo bien menos mis Giants 😆	alegria	NONE
2018-Es-06174	Jajaj con Fede parecemos  niños chicos nos dijeronde ir a EEUU y lo Primero que dijimos fue yo quiero ir a Disney Orlando 	alegria	NONE
2018-Es-00863	Cuando mi madre venga a su casa  Me va echar   Hace una semana que estoy aca 	alegria	NONE
2018-Es-00924	Ahora que veo todos hablando y organizando para ir mañana a la escuela me dan ganas de ir , pero mejor me quedo a dormir 	alegria	NONE
2018-Es-00554	la gata hija de puta me re asusto, flashe que era el momento de flotar 	alegria	NONE
2018-Es-00569	Quiero mirar una peli graciosa y no se cual mirar ._.	alegria	NONE
2018-Es-01958	Nunca quise tanto q fuera lunes 	alegria	NONE
2018-Es-04341	@mybosscabello Jajajajja csm sono muy raro 	alegria	NONE
2018-Es-01032	@IamYanetGarcia ¿Estás tratando de darme un ataque cardíaco Yanet? ¡Muy agradable!	alegria	NONE
2018-Es-04571	que el sienta todo ese apoyo es la felicidad entera, nunca lo dejemos💘 #SebastianVillalobos #PDCs #SaakTrendy #KCAMexico	alegria	NONE
2018-Es-02193	@AliciaVery ¡Feliz día!	alegria	NONE
2018-Es-02858	La noticia más hermosa del día, de la semana, del mes 	alegria	NONE
2018-Es-01047	@KevenYHensy Yo estaría muy orgullosa si fueras mi hijo, pero no eres mi novio, y estoy muy orgullosa de lo que mi novio esta logrando.😏💙	alegria	NONE
2018-Es-02166	@EntreRosales Ay que bonitaaa 💖y acaso veo un asomo de sonrisa en la cara del rey emo arroba @nosoyalexalejo	alegria	NONE
2018-Es-01959	@VallartaHa O sea aparte 	alegria	NONE
2018-Es-03072	@Biro1_1 Jajaja ma que gracioso que sos	alegria	NONE
2018-Es-03265	@kustomshady Una de los últimos acontecimientos 	alegria	NONE
2018-Es-04431	—¿Cuánto tiempo lleva tú presidente haciéndose pendejo?  —Un año... no, menos, como 5 años. 	alegria	NONE
2018-Es-04107	Feliz día, a la mejor amistad 🐶❤	alegria	NONE
2018-Es-04875	@Patty_Mene oye es en buena onda, diciéndolo con risa xdddddd no de pesa2, eso nunca hahaha	alegria	NONE
2018-Es-04793	A ver no estoy muy animado  Mañana si  srry ;(	alegria	NONE
2018-Es-04681	Como me cago de risa con los tweets de Santiago 	alegria	NONE
2018-Es-06014	@_aleper Puede ser por eso 😃	alegria	NONE
2018-Es-02576	No se pero eres esa persona que me hace subir al cielo con tan solo esa mirada. 😀	alegria	NONE
2018-Es-03038	yo le voy a decir feliz día a mi ansiedad que nunca me deja sola best friends 4ever	alegria	NONE
2018-Es-06322	@YanetCein Ave María purisima, no manches 	alegria	NONE
2018-Es-02329	@RPELAEZ9 Regresa al América 🙏 Queremos volver a sentir la alegría xe ser campeón.	alegria	NONE
2018-Es-03000	sos super agradable, deberíamos hablarrr e.r	alegria	NONE
2018-Es-00907	¿Cuáles twitts de enamorada? 	alegria	NONE
2018-Es-05519	Era mi alegría	alegria	NONE
2018-Es-02699	Terminas un libro:  -No te agradó -Quedas satisfecho -Quieres más	alegria	NONE
2018-Es-04035	@Jerry_Eliz Es normal que me sienta orgullosa?	alegria	NONE
2018-Es-04224	@ZelayaAlej97 Jajajaja junto con vos si bebe 	alegria	NONE
2018-Es-04700	@12CarlosAndres el equipo juega a nada pero qué chucha	alegria	NONE
2018-Es-01052	Volver a la pega no me entusiasma pero yo lo pedí. Capaz que me estén esperando con el medio sobre azul 😂	alegria	NONE
2018-Es-01268	Neta, muy neta; es genial ver crecer a @GrissRom. De hecho es genial ver crecer a todos. ¡Nunca desistan! #PaLante	alegria	NONE
2018-Es-06739	por suerte nunca me paso 😏	alegria	NONE
2018-Es-00517	@gines_natalia Buenas noches ami gordita @gines_natalia q descanses amor mañana mos vemos tequiero amor #siempre #feliz #4y7meses	alegria	NONE
2018-Es-05278	@Aitana_Dess Es la verdad. 	alegria	NONE
2018-Es-05204	@PaauliGodoy Jaja nosotros de pedo q vemos jaja serán dados 	alegria	NONE
2018-Es-03970	@dbaezare @gaaatoso @weonaenchucha @cathy Ese mismo 	alegria	NONE
2018-Es-03086	@Ass_Avar @mbmmmmmm_ JAJAJAJA eres la peor 	alegria	NONE
2018-Es-05306	Todos están metidos en este sorteo y en el de @ElJuanpaZurita y como no we, a ver si la suerte se nos pega a uno de nosotros :v #Rayito	alegria	NONE
2018-Es-00175	@sanchezceren Con todo respeto y por la potestad q usted tuvo como guerrero, vete dicha reforma y acabe con la mentira d esa vil derecha!!	alegria	NONE
2018-Es-06462	@laaficion @MilenioLaguna Se enojo el petardo puro cartucho quemado juega jajaja	alegria	NONE
2018-Es-03405	Un aplauso para esas Chicas que son mas Fáciles que la tabla del 1, Bravo Niñas Bravooo 👏 Su nivel de puteria nadie las supera 😉	alegria	NONE
2018-Es-06864	Si está bien padre cuando te dicen cosas bonitas 	alegria	NONE
2018-Es-05697	Debería estar durmiendo 	alegria	NONE
2018-Es-01675	Tengo dos trabajos y no me alcanza para vivir 😂	alegria	NONE
2018-Es-06823	Cuanta basura 🚮 leo aquí vale pero entretiene 	alegria	NONE
2018-Es-00168	@NekoJitaBlog Ah, como decíais que se dormía en vuestro futon y luego lo llevabais a la cuna... 	alegria	NONE
2018-Es-05995	Que cae tan bien aunque sea un Mentiroso, Ja. 😅	alegria	NONE
2018-Es-03259	La inmensidad del mundo no te recuerda lo pequeño que eres SINO LO GRANDE QUE PUEDES SER.  #Felicidad	alegria	NONE
2018-Es-03624	La gente positiva y llena de alegría me vuelve loca, que lindo por favor. Enamorada de la gente así	alegria	NONE
2018-Es-06504	Mañana es festivo aqui en Colombia, osea noche rela	alegria	NONE
2018-Es-03285	@IvanZavaIa Soy muy acosadora? 	alegria	NONE
2018-Es-04202	Otro entretenimiento para mi alma sin ganas tendré que encontrar	alegria	NONE
2018-Es-02478	@Cane1956 De.nada un gusto acompañarle .	alegria	NONE
2018-Es-00280	Que busssshona me saliste que hasta esa te sabes 	alegria	NONE
2018-Es-02163	@_GiulianaRios eeee feliz día compa💖	alegria	NONE
2018-Es-02900	@IvanZavaIa Si ya sabes cómo somos pa' que nos invitas ahre 	alegria	NONE
2018-Es-04306	Like Si Sobreviviste al Fin De Mundo 💡 	alegria	NONE
2018-Es-04782	Que es lo que más te gusto de Madrid?? #PabloAgustinResponde	alegria	NONE
2018-Es-05128	¿Por qué resistirnos si olemos tan bien juntos? 😊	alegria	NONE
2018-Es-01424	Soy sp afortunada por tener una relación tan bonita con mis threeMs y mi sis, no cualquiera tiene mejores amigas como familia 😢👭👭💕	alegria	NONE
2018-Es-06754	Como dijo el gran pity alvarez,TENGO LOS AMIGOS QUE QUIERO TENER, no pido mas nada que su alegría en mi vida y festejar cada momento vivido.	alegria	NONE
2018-Es-00787	@carrillomirko Por que sos re chantaaaaaaaaaaaa jajajajajaj 	alegria	NONE
2018-Es-03266	Me hubiese encantado salir con mis amigos pero me tengo que levantar temprano para trabajar. 😢	alegria	NONE
2018-Es-01201	@ramonevich llueve en Invernalia, celebro que en la capital el tiempo sea agradable. Disfrutemos del café	alegria	NONE
2018-Es-02971	Temita y a dormir 	alegria	NONE
2018-Es-02151	@ruggelariamor_ Ay que bien 😃	alegria	NONE
2018-Es-01754	@KenjiFujimoriH el bienestar del pais es mas importante que un @FuerzaPopularPe de puros payasos.	alegria	NONE
2018-Es-04105	@eri_zu3 Jajaja veci me hiciste la noche 	alegria	NONE
2018-Es-00090	Bueno lo re faveaba 	alegria	NONE
2018-Es-05664	@Guille_Pacheco Claramente! Era lo que me hacía falta para dormir tranquila y a gusto 	alegria	NONE
2018-Es-04771	Me encanta Twitter, siento que la gente que me lee a esta hora, me acompaña en mi insomnio y eso está genial. 😂🙈	alegria	NONE
2018-Es-03330	@rincondedacne De nada amigo, lo hago con mucho gusto!!! 😃	alegria	NONE
2018-Es-00625	@sophia712 Jajaja la vea estamos igual 	alegria	NONE
2018-Es-03793	Me faltó Minhyuk, bueno, a él tampoco lo superaré 	alegria	NONE
2018-Es-04733	aparte creo q lo dijo en serio ajajajajajajajajajajjajaajja pero fue muy gracioso	alegria	NONE
2018-Es-04470	@DiandraViloria Y tu comes eso, loca? 	alegria	NONE
2018-Es-02110	10 el que no juega poqui! Te quiero broda	alegria	NONE
2018-Es-01569	De quien es este numero (833)3931767 marcaron haciendo una broma telefónica, RT hasta que salga la bromista.	alegria	NONE
2018-Es-04495	"SIEMPRE JUNTOS" la promesa mas falsa y la mentira mas dicha	alegria	NONE
2018-Es-04413	Pasta flora jajajajajaj  	alegria	NONE
2018-Es-06577	@ZahiCrazy Encantado we :D	alegria	NONE
2018-Es-04695	@Erick_Ezio Se hacer quesadillas, culero! 	alegria	NONE
2018-Es-05314	"Se tiene que tomar un recreo" jajaja no  amiga jajaja 😂😂	alegria	NONE
2018-Es-00031	¿Qué es amar? Nacer y morir a cada paso, alegrarse y sufrir, tener y perder. ¿Qué es amar? solo tu me lo puedes decir . A Kiko de Patri TQM	alegria	NONE
2018-Es-03840	Las charlas que tenemos con estefanía siempre que nos juntamos,ayy dios 	alegria	NONE
2018-Es-00532	@SIAOCTRL @JCYCTRL Males 😃	alegria	NONE
